review_id,product_id,product_name,category,rating,review_text,review_date,verified_purchase,helpful_count,review_length,true_sentiment,month,is_holiday_season
R008504,P0407,Dress,Fashion,1,doesn't work as davertised. This dress is a complete waste of money.,2024-04-18 16:36:18.433295,True,5,12,negative,4,False
R008505,P0470,Speaker,Electronics,5,very durable. This speaker is exactly what I needed!,2023-10-17 16:36:18.433295,True,3,9,positive,10,False
R008506,P0826,Tablet,Electronics,2,Horrible experience. stopped working. Would not recommend.,2024-08-14 16:36:18.433295,True,2,7,negative,8,False
R008507,P0203,Puzzle,Toys & Games,5,"looks fantastic. Great puzzle, very satisfied with my purchase. Using it daily.",2024-11-22 16:36:18.433295,True,6,12,positive,11,True
R008508,P0004,Perfume,Beauty & Personal Care,5,Best perfume I've ever purchased. amazing performance. Worth every penny.,2024-03-04 16:36:18.433295,True,6,10,positive,3,False
R008509,P0160,Fitness Tracker,Sports & Outdoors,5,Exceeded my expectations! excellent build quality. Would buy again. This is my second purchase.,2024-05-08 16:36:18.433295,True,4,14,positive,5,False
R008510,P0264,Scale,Health & Household,1,terrible quality. This scale is a complete waste of money.,2024-03-09 16:36:18.433295,False,6,10,negative,3,False
R008511,P0023,Vitamins,Health & Household,5,Perfect vitamins! incredible value. Couldn't be happier.,2024-05-30 16:36:18.433295,False,6,7,positive,5,False
R008512,P0672,Puzzle,Toys & Games,3,Acceptable puzzle. decent quality. Colud be better.,2023-09-11 16:36:18.433295,True,3,7,neutral,9,False
R008513,P0431,Backpack,Sports & Outdoors,2,TTerrible backpack. terrible quality. Very disappointed. This is my second purchase.,2025-04-13 16:36:18.433295,True,2,11,negative,4,False
R008514,P0267,Fitness Tracker,Sports & Outdoors,4,Exceeded my expectations! beautiful design. Would buy again.,2024-12-13 16:36:18.433295,False,6,8,positive,12,True
R008515,P0074,First Aid Kit,Health & Household,4,great customer service. This first aid kit is exactly what I needed!,2024-07-27 16:36:18.433295,False,3,12,positive,7,False
R008516,P0414,Lego Set,Toys & Games,5,"excellent build quality. Great lego set, very satisfied with my purchase. Bought this for my spouse.",2025-05-06 16:36:18.433295,False,2,16,positive,5,False
R008517,P0835,Board Game,Toys & Games,5,outstanding features. This board game is exactly what I needed!,2024-07-20 16:36:18.433295,False,6,10,positive,7,False
R008518,P0641,Air Purifier,Health & Household,2,Terrible air purifier. poor customer service. Very disappointed.,2023-11-29 16:36:18.433295,True,1,8,negative,11,True
R008519,P0457,Jacket,Fashion,5,Exceded my expectations! works perfectly. Would buy again. Bought this for my spouse.,2023-09-25 16:36:18.433295,True,8,13,positive,9,False
R008520,P0416,Puzzle,Toys & Games,1,Awful puzzle. poor customer service. Returning immediately.,2024-03-17 16:36:18.433295,True,6,7,negative,3,False
R008521,P0837,Biography,Books,5,Absolutely love this biography! fast shipping. Highly recommend!,2024-03-19 16:36:18.433295,True,10,8,positive,3,False
R008522,P0683,Watch,Fashion,5,"Best watch I've ever purchased. excellent build quality. Worth every penny. Compared to my previous one, this is better.",2023-12-19 16:36:18.433295,False,4,19,positive,12,True
R008523,P0540,Cookbook,Books,1,Do not buy!!! horrible design. Extremely poor quality.,2025-05-13 16:36:18.433295,False,5,8,negative,5,False
R008524,P0209,Jeans,Fashion,1,Horrible experience. doesn't work as advertised. Would not recommend.,2025-01-31 16:36:18.433295,False,3,9,negative,1,True
R008525,P0797,Moisturizer,Beauty & Personal Care,5,Best moisturizer I've ever purchased. super comfortable. Worth every penny. Bought this for my spouse.,2023-11-06 16:36:18.433295,True,8,15,positive,11,True
R008526,P0138,Shoes,Fashion,5,Amazing quality and excellent build quality. 5 stasr! Bought this for my spouse.,2025-05-20 16:36:18.433295,False,5,13,positive,5,False
R008527,P0269,Toaster,Home & Kitchen,5,Amazing quality and outstanding features. 5 stars!,2024-10-08 16:36:18.433295,True,5,7,positive,10,False
R008528,P0696,Toaster,Home & Kitchen,1,Horrible experience. cheap materials. Would not recommend.,2024-06-07 16:36:18.433295,True,2,7,negative,6,False
R008529,P0863,Cookbook,Books,5,great customer service. This cookbook is exactly what I needed!,2025-01-29 16:36:18.433295,True,2,10,positive,1,True
R008530,P0765,Bag,Fashion,3,The bag works as expected. basic features.,2024-09-02 16:36:18.433295,False,2,7,neutral,9,False
R008531,P0094,Biography,Books,4,"very durable. Great biography, very satisfied with my purchase. Got this on sale.",2024-08-11 16:36:18.433295,True,5,13,positive,8,False
R008532,P0656,Jacket,Fashion,5,Perfect jacket! outstanding features. Couldn't be happier.,2025-06-13 16:36:18.433295,True,5,7,positive,6,False
R008533,P0956,Coffee Maker,Home & Kitchen,5,Best coffee maker I've ever purchased. excellent build quality. Worth every penny.,2023-11-13 16:36:18.433295,True,6,12,positive,11,True
R008534,P0838,Biography,Books,5,great customer service. This biography is exactly what I needed!,2023-12-04 16:36:18.433295,True,3,10,positive,12,True
R008535,P0308,Perfume,Beauty & Personal Care,5,Amazing quality and incredible valuee. 5 stars!1! 🔥,2024-03-06 16:36:18.433295,True,7,8,positive,3,False
R008536,P0782,Perfume,Beauty & Personal Care,5,Perfect perfume! outstanding features. Couldn't be happier. Been using it for a month now.,2023-12-10 16:36:18.433295,True,6,14,positive,12,True
R008537,P0767,Lego Set,Toys & Games,3,"Not bad, not great. basic features. Just average. This is my second purchase.",2025-05-23 16:36:18.433295,True,2,13,neutral,5,False
R008538,P0033,Shampoo,Beauty & Personal Care,5,"incredible value. Great shampoo, very satisfied with my purchase. This is my second purchase.",2023-11-04 16:36:18.433295,True,10,14,positive,11,True
R008539,P0488,Video Game,Toys & Games,3,Acceptable video game. works as described. Could be better. Got this on sale.,2025-01-23 16:36:18.433295,True,2,13,neutral,1,True
R008540,P0486,Puzzle,Toys & Games,5,Exceeded my expectations! fast shipping. Would buy again.,2025-05-23 16:36:18.433295,True,4,8,positive,5,False
R008541,P0743,Smartphone,Electronics,5,Fantastic purchase. very durable. Excellent value for money.,2024-12-21 16:36:18.433295,True,4,8,positive,12,True
R008542,P0326,Dress,Fashion,1,stopped working. This dress is a complete waste of money.,2024-06-30 16:36:18.433295,True,5,10,negative,6,False
R008543,P0365,Bike,Sports & Outdoors,4,Best bike I've ever purchased. fast shipping. Worth every penny.,2024-07-03 16:36:18.433295,True,7,10,positive,7,False
R008544,P0793,Biography,Books,4,Exceeded my expectations!!! works perfectly. Would buy again. Bought this for my spouse.,2024-01-29 16:36:18.433295,True,5,13,positive,1,True
R008545,P0804,Hair Dryer,Beauty & Personal Care,2,Terrible hair dryer. horrible design. Very disappointed.,2024-05-10 16:36:18.433295,False,3,7,negative,5,False
R008546,P0736,Knife Set,Home & Kitchen,1,Complete disaster. broke after a week. Save your money! This is my second purchase.,2025-06-30 16:36:18.433295,True,3,14,negative,6,False
R008547,P0822,Running Shoes,Sports & Outdoors,4,Amazing quality and super comfortable. 5 stars! Been using it for a month now.,2025-02-15 16:36:18.433295,True,4,14,positive,2,False
R008548,P0763,Coffee Maker,Home & Kitchen,5,Best coffee maker I've ever purchased. outstanding features. Worth every penny.,2025-04-07 16:36:18.433295,True,6,11,positive,4,False
R008549,P0110,Board Game,Toys & Games,1,Worst board game ever. uncomfortable to use. Want my money back! This is my second purchase.,2023-07-30 16:36:18.433295,True,2,16,negative,7,False
R008550,P0780,Vitamins,Health & Household,5,Best vitamins I've ever purchased. excellent build quality. Worth etotally penny. Bought this for my spouse.,2025-05-01 16:36:18.433295,False,3,16,positive,5,False
R008551,P0274,Humidifier,Health & Household,4,Amazing quality and outstanding features. 5 stars!,2024-06-21 16:36:18.433295,True,4,7,positive,6,False
R008552,P0559,Board Game,Toys & Games,5,"easy to use. Great board game, very satisfied with my purchase.",2025-03-22 16:36:18.433295,True,3,11,positive,3,False
R008553,P0011,Cookware Set,Home & Kitchen,4,fast shipping. This cookware set is exactly what I needed!,2024-08-08 16:36:18.433295,True,4,10,positive,8,False
R008554,P0448,Fitness Tracker,Sports & Outdoors,4,Best fitness tracker I've ever purchased. fast shipping. Worth esuper penny. Using it daily.,2024-02-19 16:36:18.433295,False,4,14,positive,2,False
R008555,P0094,Shampoo,Beauty & Personal Care,4,"Exceeded my expectations! great ucstomer service. Would buy again. Compared to my previous one, this is better.",2025-05-08 16:36:18.433295,True,8,17,positive,5,False
R008556,P0019,Toaster,Home & Kitchen,3,It's fine. nothing special. Meets basic requirements.,2024-08-07 16:36:18.433295,True,1,7,neutral,8,False
R008557,P0931,Humidifier,Health & Household,5,Absolutely love this humidifier! looks fantastic. Highly recommend!,2024-08-10 16:36:18.433295,True,4,8,positive,8,False
R008558,P0229,Makeup Kit,Beauty & Personal Care,5,Perfect makeup kit! great customer service. Couldn't be happier. Using it daily.,2024-09-23 16:36:18.433295,False,7,12,positive,9,False
R008559,P0054,Camera,Electronics,5,fast shipping. This camera is exactly what I needed!,2024-05-17 16:36:18.433295,False,4,9,positive,5,False
R008560,P0007,Self-Help Book,Books,1,Horrible experience. false advertising. Would not recommend. This is my second purchase.,2024-01-11 16:36:18.433295,False,7,12,negative,1,True
R008561,P0564,Vitamins,Health & Household,3,"basic features. Standard vitamins, nothing remarkable. Using it daily.",2023-11-06 16:36:18.433295,True,2,9,neutral,11,True
R008562,P0501,Air Purifier,Health & Household,1,Worst air purifier ever. complete waste of money. Want my money back!,2024-05-02 16:36:18.433295,True,3,12,negative,5,False
R008563,P0054,Backpack,Sports & Outdoors,5,Exceeded my expectations! easy to use. Would buy again. Bought this for my spouse.,2023-12-11 16:36:18.433295,False,4,14,positive,12,True
R008564,P0153,Perfume,Beauty & Personal Care,4,Fantastic purchase. easy to use. Excellent value for money.,2024-08-22 16:36:18.433295,False,2,9,positive,8,False
R008565,P0420,Dress,Fashion,5,Fantastic purchase. incredible value. Excellent value for moneey.,2024-04-15 16:36:18.433295,False,7,8,positive,4,False
R008566,P0113,Shirt,Fashion,2,Terrible shirt. poor customer service. Very disappointed. This is my second purchase.,2025-05-09 16:36:18.433295,True,9,12,negative,5,False
R008567,P0471,Humidifier,Health & Household,5,Best humidifier I've ever purchased. fast shipping. Worth every penny. Got this on sale.,2023-09-08 16:36:18.433295,True,4,14,positive,9,False
R008568,P0827,Shirt,Fashion,5,Exceeded my expectations! excellent build quality. Would buy again.,2023-10-17 16:36:18.433295,False,6,9,positive,10,False
R008569,P0194,Air Purifier,Health & Household,5,Perfect air purifier!!!! hella durable. Couldn't be happier. Got this on sale.,2024-10-13 16:36:18.433295,True,4,12,positive,10,False
R008570,P0041,Jacket,Fashion,5,Perfect jacket! very durable. Couldn't be happier. Got this on sale.,2025-04-13 16:36:18.433295,True,6,11,positive,4,False
R008571,P0107,Backpack,Sports & Outdoors,2,Worst backpack ever. arrrived damaged. Want my money back!,2024-11-19 16:36:18.433295,False,3,9,negative,11,True
R008572,P0471,Shoes,Fashion,3,Acceptable shoes. meets expectations. Could be better.,2023-12-21 16:36:18.433295,True,4,7,neutral,12,True
R008573,P0602,Backpack,Sports & Outdoors,5,"fast shipping. Great backpack, hella satisfied with my purchase.",2023-11-10 16:36:18.433295,True,6,9,positive,11,True
R008574,P0762,Vitamins,Health & Household,1,Worst vitamins ever. false advertising. Want my money back!,2024-01-11 16:36:18.433295,True,5,9,negative,1,True
R008575,P0569,Jacket,Fashion,2,Terrible jacket. cheap materials. Very disappointed.,2023-08-31 16:36:18.433295,True,5,6,negative,8,False
R008576,P0718,Cookbook,Books,4,Perfect cookbook! ver durable. Couldn't be happier. Been usiing it for a month now.,2024-01-28 16:36:18.433295,False,10,14,positive,1,True
R008577,P0357,Watch,Fashion,2,Terrible watch. uncomfortable to use. Very disappointed. Been using it for a month now.,2023-12-09 16:36:18.433295,True,2,14,negative,12,True
R008578,P0294,Speaker,Electronics,5,Best speaker I've ever purchased. excellent build quality. Worth etotally penny.,2024-01-26 16:36:18.433295,True,7,11,positive,1,True
R008579,P0523,Headphones,Electronics,4,Exceeded my expectations! easy to use. Would buy again.,2023-08-27 16:36:18.433295,True,3,9,positive,8,False
R008580,P0525,Knife Set,Home & Kitchen,5,amazing performance. This knife set is exactly what I needed!,2024-09-24 16:36:18.433295,True,6,10,positive,9,False
R008581,P0938,Humidifier,Health & Household,1,Worst humidifier ever. horrible design. Want my $$ back!1!,2024-08-07 16:36:18.433295,False,6,9,negative,8,False
R008582,P0607,Blender,Home & Kitchen,4,"incredible value. Great blender, very satisfied with my purchase. Compared to my previous one, this is better.",2024-01-22 16:36:18.433295,True,6,17,positive,1,True
R008583,P0076,Smartwatch,Electronics,2,Horrible experience. terrible qualiy. Would not recommend. Using it daily. 🔥,2024-08-10 16:36:18.433295,False,4,11,negative,8,False
R008584,P0588,Coffee Maker,Home & Kitchen,1,Do not buy! cheap materials. Extremely poor quality.,2023-08-26 16:36:18.433295,True,3,8,negative,8,False
R008585,P0355,Blender,Home & Kitchen,5,Perfect blender! looks fantastic. Couldn't be happier.,2023-11-21 16:36:18.433295,True,8,7,positive,11,True
R008586,P0966,Smartwatch,Electronics,1,Complete disaster. complete waste of money. Save your money! Got this on sale.,2024-02-24 16:36:18.433295,True,2,13,negative,2,False
R008587,P0672,Self-Help Book,Books,5,Exceeded my expectations! great customer service. Would buy again. Using it daiily.,2024-06-17 16:36:18.433295,True,2,12,positive,6,False
R008588,P0609,First Aid Kit,Health & Household,4,Best first aid kit I've ever purchased. amazing performance. Worth every penny.,2025-06-06 16:36:18.433295,True,5,12,positive,6,False
R008589,P0606,Shoes,Fashion,1,"Worst shoes ever. poor customer service. Want my money back! Compared to my previous one, this is better.",2024-07-27 16:36:18.433295,True,12,18,negative,7,False
R008590,P0279,First Aid Kit,Health & Household,4,Absolutely love this first aid kit! incredible value. Highly recommend!,2023-08-25 16:36:18.433295,False,5,10,positive,8,False
R008591,P0019,Video Game,Toys & Games,2,Do not buy! stopped working. Extremely poor quality. Bought this for my spouse.,2024-04-16 16:36:18.433295,True,3,13,negative,4,False
R008592,P0504,Fitness Tracker,Sports & Outdoors,3,meets expectations. It's a decent fitness tracker for the price.,2024-04-21 16:36:18.433295,True,2,10,neutral,4,False
R008593,P0423,Camera,Electronics,5,Best camera I've ever purchased. incredible value. Worth esuper penny. 😡,2025-02-04 16:36:18.433295,True,3,11,positive,2,False
R008594,P0060,Yoga Mat,Sports & Outdoors,1,doesn't work as advertised. This yoga mat broke after just a few days.,2025-02-18 16:36:18.433295,True,3,13,negative,2,False
R008595,P0343,Vacuum,Home & Kitchen,3,It's fine. average performance. Meets basic requirements.,2024-11-19 16:36:18.433295,True,2,7,neutral,11,True
R008596,P0454,Speaker,Electronics,4,Best speaker I've ever purchased. amazing performance. Worth every penny. Got tis on sale.,2023-11-23 16:36:18.433295,False,5,14,positive,11,True
R008597,P0894,Vitamins,Health & Household,5,Exceeded my expectations!!! dope customer service. Would buy again.,2025-04-23 16:36:18.433295,False,3,9,positive,4,False
R008598,P0366,Self-Help Book,Books,1,Do not buy! cheap materials. Extremely poor quality.,2024-11-21 16:36:18.433295,True,9,8,negative,11,True
R008599,P0974,Textbook,Books,5,Absolutely love this textbook! fast shipping. Highly recommend!,2024-02-12 16:36:18.433295,False,5,8,positive,2,False
R008600,P0835,Shoes,Fashion,5,Exceeded my expectations! fast shipping. Would buy again. This is my second purchase.,2023-08-27 16:36:18.433295,False,4,13,positive,8,False
R008601,P0662,Moisturizer,Beauty & Personal Care,5,Fantastic purchase. looks fantastic. Excellent value for money.,2024-02-01 16:36:18.433295,True,6,8,positive,2,False
R008602,P0546,Biography,Books,5,Perfect biography!1! works perfectly. Couldn't be happier. Got this on sale. 😍,2024-11-07 16:36:18.433295,True,4,12,positive,11,True
R008603,P0659,Vitamins,Health & Household,2,Do not buy! cheap materials. Extremely poor quality.,2024-11-04 16:36:18.433295,True,6,8,negative,11,True
R008604,P0573,Shampoo,Beauty & Personal Care,1,Complete disaster. arrived damaged. Save your cash!1!,2024-10-16 16:36:18.433295,True,7,7,negative,10,False
R008605,P0377,Shampoo,Beauty & Personal Care,3,"Not garbage, not awesome. fair value. Jst average.",2025-03-16 16:36:18.433295,True,2,8,neutral,3,False
R008606,P0923,Watch,Fashion,4,Exceeded my expectations! looks fantastic. Would buy again.,2025-01-15 16:36:18.433295,True,5,8,positive,1,True
R008607,P0709,Headphones,Electronics,5,Exceeded my expectations! amazing performance. Would buy again.,2023-08-26 16:36:18.433295,True,5,8,positive,8,False
R008608,P0850,Jeans,Fashion,3,Average jeans. functional but basic. Gets the job done.,2023-08-26 16:36:18.433295,True,4,9,neutral,8,False
R008609,P0961,Humidifier,Health & Household,5,fast shipping. This humidifier is exactly what I needed!,2023-12-17 16:36:18.433295,True,7,9,positive,12,True
R008610,P0831,Cookbook,Books,1,Horrible experience. terrible quality. Would not recommend.,2025-03-11 16:36:18.433295,True,5,7,negative,3,False
R008611,P0430,Cookware Set,Home & Kitchen,3,"Not garbage, not dope. okay for casual use. Just average. 👍",2024-06-06 16:36:18.433295,True,2,11,neutral,6,False
R008612,P0044,Scale,Health & Household,3,fair value. It's a decent scale for the price.,2024-04-14 16:36:18.433295,True,3,9,neutral,4,False
R008613,P0627,Shoes,Fashion,4,Amazing quality and outsttanding features. 5 stars!,2025-07-07 16:36:18.433295,True,5,7,positive,7,False
R008614,P0687,Makeup Kit,Beauty & Personal Care,5,Fantastic purchase. fast shipping. Excellent value for $$.,2025-01-07 16:36:18.433295,True,5,8,positive,1,True
R008615,P0483,Scale,Health & Household,1,"Complete disaster. uncomfortable to use. Save your money! Compareed to my pervious one, this is better.",2024-06-01 16:36:18.433295,True,4,16,negative,6,False
R008616,P0063,Board Game,Toys & Games,4,Amazing quality and very durable. 5 stars!,2025-03-01 16:36:18.433295,False,5,7,positive,3,False
R008617,P0718,Perfume,Beauty & Personal Care,5,Best perfume I've ever purchased. amazing performance. Worth every penny.,2024-04-26 16:36:18.433295,True,8,10,positive,4,False
R008618,P0229,Coffee Maker,Home & Kitchen,3,Acceptable coffee maker. basic features. Could be better.,2024-09-14 16:36:18.433295,False,1,8,neutral,9,False
R008619,P0182,Smartphone,Electronics,5,Absolutely love thiis smartphone! amazing performance. Highly recommend!,2025-04-02 16:36:18.433295,True,1,8,positive,4,False
R008620,P0290,Textbook,Books,5,Absolutely love this textbook! super comfortable. Highly recommend!,2024-12-17 16:36:18.433295,True,6,8,positive,12,True
R008621,P0443,Cookbook,Books,5,Absolutely llove this cookbook! easy to use. Highly recommend!,2025-06-10 16:36:18.433295,True,8,9,positive,6,False
R008622,P0136,Vitamins,Health & Household,5,Exceeded my expectations! fast shipping. Would buy again.,2023-08-31 16:36:18.433295,False,3,8,positive,8,False
R008623,P0464,Shirt,Fashion,5,Exceeded my expectations! excellent build quality. Would buy again.,2024-08-15 16:36:18.433295,True,7,9,positive,8,False
R008624,P0704,Bag,Fashion,5,Exceeded my expectations! very durable. Woud buy again.,2023-09-26 16:36:18.433295,True,3,8,positive,9,False
R008625,P0019,Vacuum,Home & Kitchen,3,Average vacuum. decent quality. Gets the job done.,2024-09-10 16:36:18.433295,True,0,8,neutral,9,False
R008626,P0075,Yoga Mat,Sports & Outdoors,3,"It's fine. average performance. Meets basic requirements. Compared to my previous one, this is better.",2025-05-17 16:36:18.433295,True,2,15,neutral,5,False
R008627,P0810,Perfume,Beauty & Personal Care,4,Exceeded my expectations! excellent build quality. Would buy again.,2025-06-08 16:36:18.433295,False,6,9,positive,6,False
R008628,P0909,Action Figure,Toys & Games,5,Absolutely love this action figure! great customer sevrice. Highly recommend!,2024-06-10 16:36:18.433295,False,4,10,positive,6,False
R008629,P0234,Self-Help Book,Books,5,Absolutely ❤️ this self-help book!!! outstanding features. Highly recommend!!!,2023-08-31 16:36:18.433295,False,7,9,positive,8,False
R008630,P0841,Shirt,Fashion,1,Horrible experience. missing parts. Would not recommend.,2024-10-24 16:36:18.433295,False,6,7,negative,10,False
R008631,P0207,Makeup Kit,Beauty & Personal Care,1,Horrible experinece. complete waste of money. Would not recommend.,2024-09-14 16:36:18.433295,True,3,9,negative,9,False
R008632,P0725,Air Purifier,Health & Household,5,Exceeded my expectations!1! looks fantastic. Would buy again. Using it daily.,2025-03-29 16:36:18.433295,True,10,11,positive,3,False
R008633,P0463,Biography,Books,4,"works perfectly. Great biography, totally satisfied with my purchase. Compared to my previous one, this is better.",2023-10-19 16:36:18.433295,False,6,17,positive,10,False
R008634,P0050,Humidifier,Health & Household,5,Amazing quality and beautiful design. 5 stars!,2024-12-10 16:36:18.433295,True,7,7,positive,12,True
R008635,P0078,Laptop,Electronics,1,Awful laptop. complete waste of cash. Returning immediately.,2024-05-09 16:36:18.433295,True,3,8,negative,5,False
R008636,P0051,Blender,Home & Kitchen,1,Complete disaster. terrible quality. Save your money!,2025-03-10 16:36:18.433295,True,7,7,negative,3,False
R008637,P0972,Video Game,Toys & Games,3,"The video game is okay. nothing special. Nothing special. Compared to my previous one, this is better.",2025-06-11 16:36:18.433295,True,1,17,neutral,6,False
R008638,P0453,Vacuum,Home & Kitchen,5,Best vacuum I've ever purchased. very durable. Worth every penny. Bougth ths for my spouse.,2024-06-23 16:36:18.433295,False,4,15,positive,6,False
R008639,P0679,Cookbook,Books,5,fast shipping. This cookbook is exactly what I needed!,2025-05-22 16:36:18.433295,True,6,9,positive,5,False
R008640,P0803,Self-Help Book,Books,5,Exceeded my expectations! very durable. Would buy again. Usng it daily.,2024-06-29 16:36:18.433295,False,5,11,positive,6,False
R008641,P0071,Shirt,Fashion,1,Aful shirt. false advertising. Returning immediately.,2024-07-31 16:36:18.433295,True,5,6,negative,7,False
R008642,P0577,Moisturizer,Beauty & Personal Care,3,"average performance. Standard moisturizer, nothing remarkable.",2023-09-24 16:36:18.433295,True,1,6,neutral,9,False
R008643,P0198,Knife Set,Home & Kitchen,3,The knife set works as expected. does what it's supposed to. Got this on sale.,2023-09-01 16:36:18.433295,False,2,15,neutral,9,False
R008644,P0936,Action Figure,Toys & Games,4,"looks fantastic. Great action figure, totally satisfied with my purchase.",2024-09-27 16:36:18.433295,True,4,10,positive,9,False
R008645,P0155,Smartphone,Electronics,5,Fantastic purchase. fast shipping. Excellent value for money. Bought this for my spouse.,2024-04-28 16:36:18.433295,True,4,13,positive,4,False
R008646,P0539,Tablet,Electronics,5,Exceeded my expectations! fast shipping. Would buy again.,2023-10-07 16:36:18.433295,True,11,8,positive,10,False
R008647,P0936,Moisturizer,Beauty & Personal Care,4,Perfect moisturizer!!! easy to use. Couldn't be happier.,2024-11-02 16:36:18.433295,False,6,8,positive,11,True
R008648,P0767,Jeans,Fashion,5,"looks fantastic. Great jeans, very satisfied with my purchase.",2024-04-15 16:36:18.433295,True,5,9,positive,4,False
R008649,P0245,Vitamins,Health & Household,5,Fantastic purchase. amazing performance. Excellent value for money.,2025-04-09 16:36:18.433295,True,7,8,positive,4,False
R008650,P0942,Board Game,Toys & Games,1,complete waste of money. This board game broke after just a few days. Been using it for a month now.,2024-12-15 16:36:18.433295,False,4,20,negative,12,True
R008651,P0069,Knife Set,Home & Kitchen,4,"amazing performance. Great knife set, very satisfied with my purchase.",2023-10-04 16:36:18.433295,True,5,10,positive,10,False
R008652,P0559,Hair Dryer,Beauty & Personal Care,5,Fantastic purchase. great customer service. Excellent value for money.,2023-10-02 16:36:18.433295,True,6,9,positive,10,False
R008653,P0715,Backpack,Sports & Outdoors,3,"The backpack is okay. meets expectations. Nothing special. Compared to my previous one, this is better.",2023-12-10 16:36:18.433295,True,2,16,neutral,12,True
R008654,P0219,Scale,Health & Household,5,"Amazing quality and excellent build quality. 5 stars! Compared to my previous one, this is better.",2025-03-29 16:36:18.433295,True,9,16,positive,3,False
R008655,P0590,Vitamins,Health & Household,4,incredible value. This vitamins is exactly what I needed!,2025-03-18 16:36:18.433295,True,4,9,positive,3,False
R008656,P0894,Toaster,Home & Kitchen,4,Exceeded my expecattions! beautiful design. Would buy again.,2025-05-19 16:36:18.433295,False,5,8,positive,5,False
R008657,P0243,Humidifier,Health & Household,5,Fantastic purchase. works perfectly. Excellent value for money.,2024-07-07 16:36:18.433295,False,9,8,positive,7,False
R008658,P0003,Perfume,Beauty & Personal Care,1,"Awful perfume. poor customer service. Returning immediately. Compared to my previous one, this is better.",2025-02-27 16:36:18.433295,True,6,15,negative,2,False
R008659,P0773,Cookbook,Books,4,Amaizng quality and fast shipping. 5 stars!!! 🔥,2024-02-26 16:36:18.433295,True,3,8,positive,2,False
R008660,P0292,Bag,Fashion,4,Best bag I've ver purchased. excellent build quality. Worth every penny.,2023-10-15 16:36:18.433295,True,5,11,positive,10,False
R008661,P0192,Watch,Fashion,1,Worst watch ever. terrible quality. Want my money back!,2025-02-16 16:36:18.433295,True,4,9,negative,2,False
R008662,P0460,Headphones,Electronics,3,"nothing special Standard headphones, nothing remarkable.",2023-08-28 16:36:18.433295,True,2,6,neutral,8,False
R008663,P0187,Board Game,Toys & Games,3,"Not bad, not great. basic features. Just average.",2023-12-26 16:36:18.433295,True,2,8,neutral,12,True
R008664,P0916,Yoga Mat,Sports & Outdoors,4,Exceeded my expectations! outstanding features. Would buy again.,2024-07-24 16:36:18.433295,True,4,8,positive,7,False
R008665,P0244,Smartwatch,Electronics,1,Complete disaster. broke after a week. Save your money! Been using it for a month now.,2023-09-26 16:36:18.433295,False,9,16,negative,9,False
R008666,P0418,Bike,Sports & Outdoors,4,Fantastic purchase. fast shipping. Excellent value for money.,2025-03-22 16:36:18.433295,True,5,8,positive,3,False
R008667,P0159,Shampoo,Beauty & Personal Care,1,Awful shampoo. doesn't woork as advertised. Returning immediately.,2025-03-22 16:36:18.433295,True,4,8,negative,3,False
R008668,P0594,Fitness Tracker,Sports & Outdoors,4,fast shipping. This fitness tracker is exactly what I needed!,2024-08-23 16:36:18.433295,True,2,10,positive,8,False
R008669,P0979,Novel,Books,1,wAful novel. horrible design. Returning immediately.,2024-06-22 16:36:18.433295,True,6,6,negative,6,False
R008670,P0692,Self-Help Book,Books,5,Perfect self-help book! incredible value. Couldn't be happier.,2023-12-20 16:36:18.433295,False,7,8,positive,12,True
R008671,P0079,Backpack,Sports & Outdoors,2,complete waste of money. This backpack broke after just a few days. This is my second purchase.,2024-12-30 16:36:18.433295,False,3,17,negative,12,True
R008672,P0782,Cookbook,Books,1,Terrible cookbook. poor customer service. Very disappointed.,2023-12-13 16:36:18.433295,True,4,7,negative,12,True
R008673,P0899,Jeans,Fashion,5,Best jeans I've ever purchased. outstanding features. Worth every penny.,2024-11-09 16:36:18.433295,True,2,10,positive,11,True
R008674,P0982,Dress,Fashion,1,Worst dress ever. missing parts. Want my cash back!!!!,2024-05-31 16:36:18.433295,False,4,9,negative,5,False
R008675,P0605,Smartphone,Electronics,5,"looks fantastic. Great smartphone, hella satisfied with my purchase. Using it daily. 💯",2024-06-17 16:36:18.433295,True,7,13,positive,6,False
R008676,P0675,Jeans,Fashion,4,Absolutely love this jeans! super comfortable. Highly recommend! Got this on sale.,2024-04-18 16:36:18.433295,True,4,12,positive,4,False
R008677,P0977,Vitamins,Health & Household,5,Exceeded my expectations! looks fantastic. WWould buy again. Bought this for my spouse.,2025-02-02 16:36:18.433295,True,4,13,positive,2,False
R008678,P0752,Biography,Books,1,"arrived damaged. This biography is a complete waste of money. Compared to my previous one, this is better.",2024-07-21 16:36:18.433295,True,6,18,negative,7,False
R008679,P0518,Knife Set,Home & Kitchen,1,missing parts. This knife set is a complete waste of money.,2024-06-29 16:36:18.433295,True,5,11,negative,6,False
R008680,P0222,Air Purifier,Health & Household,5,Absolutely ❤️ this air purifier!!!! fast shipping. Highly recommend!!!! Bought this for my spouse.,2024-08-25 16:36:18.433295,True,4,14,positive,8,False
R008681,P0045,Cookware Set,Home & Kitchen,1,Terrrible cookware set. stopped working. Very disappointed.,2024-04-25 16:36:18.433295,True,5,7,negative,4,False
